,parm_cd,group,parm_nm,epa_equivalence,result_statistical_basis,result_time_basis,result_weight_basis,result_particle_size_basis,result_sample_fraction,result_temperature_basis,CASRN,SRSName,parm_unit
10750,64466,Physical,"Total suspended particles (TSP), air, micrograms per cubic meter",USGS use and no use by EPA,,,,,Suspended,, , ,ug/m3
10751,64467,"Organics, Other","11-Ketotestosterone, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,564-35-2, ,ug/kg
10752,64468,"Organics, Other","17-alpha-Estradiol, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,57-91-0, ,ug/kg
10753,64473,"Organics, Other","4-Androstene-3,17-dione, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,63-05-8, ,ug/kg
10754,64477,"Organics, Other","Epitestosterone, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,481-30-1, ,ug/kg
10755,64479,"Organics, Other","Equilin, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,474-86-2, ,ug/kg
10756,64480,"Organics, Other","Estriol, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,50-27-1, ,ug/kg
10757,64484,"Organics, Other","Dihydrotestosterone, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,521-18-6, ,ug/kg
10758,64485,"Organics, Other","Testosterone, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,58-22-0,"Androst-4-en-3-one, 17-hydroxy-, (17.beta.)-",ug/kg
10759,64486,"Organics, Other","Trenbolone, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,10161-33-8, ,ug/kg
10760,64487,"Organics, Other","11-Ketotestosterone, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,564-35-2, ,ng/l
10761,64488,"Organics, Other","17-alpha-Estradiol, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,57-91-0, ,ng/l
10762,64489,"Organics, Other","17-alpha-Ethynylestradiol, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,57-63-6,Ethinyl estradiol,ng/l
10763,64490,"Organics, Other","17-beta-Estradiol, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,50-28-2,Estradiol,ng/l
10764,64491,"Organics, Other","Norethindrone, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,68-22-4,Norethisterone,ng/l
10765,64492,"Organics, Other","3-beta-Coprostanol, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,360-68-9,"Cholestan-3-ol, (3.beta.,5.beta.)-",ng/l
10766,64493,"Organics, Other","4-Androstene-3,17-dione, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,63-05-8, ,ng/l
10767,64494,"Organics, Other","Cholesterol, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,57-88-5,Cholesterol,ng/l
10768,64495,"Organics, Other","cis-Androsterone, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,53-41-8,"Androstan-17-one, 3-hydroxy-, (3.alpha.,5.alpha.)-",ng/l
10769,64496,"Organics, Other","trans-Diethylstilbestrol, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,56-53-1,Diethylstilbestrol,ng/l
10770,64497,"Organics, Other","Epitestosterone, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,481-30-1, ,ng/l
10771,64498,"Organics, Other","Equilenin, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,517-09-9,"Estra-1,3,5,7,9-pentaen-17-one, 3-hydroxy-",ng/l
10772,64499,"Organics, Other","Equilin, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,474-86-2, ,ng/l
10773,64500,"Organics, Other","Estriol, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,50-27-1, ,ng/l
10774,64501,"Organics, Other","Estrone, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,53-16-7,Estrone,ng/l
10775,64502,"Organics, Other","Mestranol, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,72-33-3,Mestranol,ng/l
10776,64503,"Organics, Other","Progesterone, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,57-83-0,Progesterone,ng/l
10777,64504,"Organics, Other","Dihydrotestosterone, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,521-18-6, ,ng/l
10778,64505,"Organics, Other","Testosterone, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,58-22-0,"Androst-4-en-3-one, 17-hydroxy-, (17.beta.)-",ng/l
10779,64506,"Organics, Other","Trenbolone, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,10161-33-8, ,ng/l
10780,64507,"Organics, Other","11-Ketotestosterone, water, filtered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Dissolved,,564-35-2, ,ng/l
10781,64508,"Organics, Other","17-alpha-Estradiol, water, filtered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Dissolved,,57-91-0, ,ng/l
10782,64509,"Organics, Other","17-alpha-Ethynylestradiol, water, filtered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Dissolved,,57-63-6,Ethinyl estradiol,ng/l
10783,64510,"Organics, Other","17-beta-Estradiol, water, filtered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Dissolved,,50-28-2,Estradiol,ng/l
10784,64511,"Organics, Other","Norethindrone, water, filtered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Dissolved,,68-22-4,Norethisterone,ng/l
10785,64512,"Organics, Other","3-beta-Coprostanol, water, filtered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Dissolved,,360-68-9,"Cholestan-3-ol, (3.beta.,5.beta.)-",ng/l
10786,64513,"Organics, Other","4-Androstene-3,17-dione, water, filtered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Dissolved,,63-05-8, ,ng/l
10787,64514,"Organics, Other","Cholesterol, water, filtered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Dissolved,,57-88-5,Cholesterol,ng/l
10788,64515,"Organics, Other","cis-Androsterone, water, filtered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Dissolved,,53-41-8,"Androstan-17-one, 3-hydroxy-, (3.alpha.,5.alpha.)-",ng/l
10789,64516,"Organics, Other","trans-Diethylstilbestrol, water, filtered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Dissolved,,56-53-1,Diethylstilbestrol,ng/l
10790,64517,"Organics, Other","Epitestosterone, water, filtered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Dissolved,,481-30-1, ,ng/l
10791,64518,"Organics, Other","Equilenin, water, filtered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Dissolved,,517-09-9,"Estra-1,3,5,7,9-pentaen-17-one, 3-hydroxy-",ng/l
10792,64519,"Organics, Other","Equilin, water, filtered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Dissolved,,474-86-2, ,ng/l
10793,64520,"Organics, Other","Estriol, water, filtered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Dissolved,,50-27-1, ,ng/l
10794,64521,"Organics, Other","Estrone, water, filtered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Dissolved,,53-16-7,Estrone,ng/l
10795,64522,"Organics, Other","Mestranol, water, filtered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Dissolved,,72-33-3,Mestranol,ng/l
10796,64523,"Organics, Other","Progesterone, water, filtered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Dissolved,,57-83-0,Progesterone,ng/l
10797,64524,"Organics, Other","Dihydrotestosterone, water, filtered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Dissolved,,521-18-6, ,ng/l
10798,64525,"Organics, Other","Testosterone, water, filtered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Dissolved,,58-22-0,"Androst-4-en-3-one, 17-hydroxy-, (17.beta.)-",ng/l
10799,64526,"Organics, Other","Trenbolone, water, filtered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Dissolved,,10161-33-8, ,ng/l
10800,64527,"Organics, Other","11-Ketotestosterone, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,564-35-2, ,ng/l
10801,64528,"Organics, Other","17-alpha-Estradiol, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,57-91-0, ,ng/l
10802,64529,"Organics, Other","17-alpha-Ethynylestradiol, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,57-63-6,Ethinyl estradiol,ng/l
10803,64530,"Organics, Other","17-beta-Estradiol, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,50-28-2,Estradiol,ng/l
10804,64531,"Organics, Other","Norethindrone, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,68-22-4,Norethisterone,ng/l
10805,64532,"Organics, Other","3-beta-Coprostanol, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,360-68-9,"Cholestan-3-ol, (3.beta.,5.beta.)-",ng/l
10806,64533,"Organics, Other","4-Androstene-3,17-dione, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,63-05-8, ,ng/l
10807,64534,"Organics, Other","Cholesterol, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,57-88-5,Cholesterol,ng/l
10808,64535,"Organics, Other","cis-Androsterone, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,53-41-8,"Androstan-17-one, 3-hydroxy-, (3.alpha.,5.alpha.)-",ng/l
10809,64536,"Organics, Other","trans-Diethylstilbestrol, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,56-53-1,Diethylstilbestrol,ng/l
10810,64537,"Organics, Other","Epitestosterone, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,481-30-1, ,ng/l
10811,64538,"Organics, Other","Equilenin, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,517-09-9,"Estra-1,3,5,7,9-pentaen-17-one, 3-hydroxy-",ng/l
10812,64539,"Organics, Other","Equilin, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,474-86-2, ,ng/l
10813,64540,"Organics, Other","Estriol, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,50-27-1, ,ng/l
10814,64541,"Organics, Other","Estrone, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,53-16-7,Estrone,ng/l
10815,64542,"Organics, Other","Mestranol, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,72-33-3,Mestranol,ng/l
10816,64543,"Organics, Other","Progesterone, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,57-83-0,Progesterone,ng/l
10817,64544,"Organics, Other","Dihydrotestosterone, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,521-18-6, ,ng/l
10818,64545,"Organics, Other","Testosterone, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,58-22-0,"Androst-4-en-3-one, 17-hydroxy-, (17.beta.)-",ng/l
10819,64546,"Organics, Other","Trenbolone, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,10161-33-8, ,ng/l
10820,64547,"Organics, Other","11-Ketotestosterone, air, sum of particulate filter plus top and bottom sorbent traps, recoverable, nanograms per cubic meter",USGS use and no use by EPA,,,,,Recoverable,,564-35-2, ,ng/m3
10821,64548,"Organics, Other","17-alpha-Estradiol, air, sum of particulate filter plus top and bottom sorbent traps, recoverable, nanograms per cubic meter",USGS use and no use by EPA,,,,,Recoverable,,57-91-0, ,ng/m3
10822,64549,"Organics, Other","17-alpha-Ethynylestradiol, air, sum of particulate filter plus top and bottom sorbent traps, recoverable, nanograms per cubic meter",USGS use and no use by EPA,,,,,Recoverable,,57-63-6,Ethinyl estradiol,ng/m3
10823,64550,"Organics, Other","17-beta-Estradiol, air, sum of particulate filter plus top and bottom sorbent traps, recoverable, nanograms per cubic meter",USGS use and no use by EPA,,,,,Recoverable,,50-28-2,Estradiol,ng/m3
10824,64552,"Organics, Other","3-beta-Coprostanol, air, sum of particulate filter plus top and bottom sorbent traps, recoverable, nanograms per cubic meter",USGS use and no use by EPA,,,,,Recoverable,,360-68-9,"Cholestan-3-ol, (3.beta.,5.beta.)-",ng/m3
10825,64553,"Organics, Other","4-Androstene-3,17-dione, air, sum of particulate filter plus top and bottom sorbent traps, recoverable, nanograms per cubic meter",USGS use and no use by EPA,,,,,Recoverable,,63-05-8, ,ng/m3
10826,64554,"Organics, Other","Cholesterol, air, sum of particulate filter plus top and bottom sorbent traps, recoverable, nanograms per cubic meter",USGS use and no use by EPA,,,,,Recoverable,,57-88-5,Cholesterol,ng/m3
10827,64555,"Organics, Other","cis-Androsterone, air, sum of particulate filter plus top and bottom sorbent traps, recoverable, nanograms per cubic meter",USGS use and no use by EPA,,,,,Recoverable,,53-41-8,"Androstan-17-one, 3-hydroxy-, (3.alpha.,5.alpha.)-",ng/m3
10828,64557,"Organics, Other","Epitestosterone, air, sum of particulate filter plus top and bottom sorbent traps, recoverable, nanograms per cubic meter",USGS use and no use by EPA,,,,,Recoverable,,481-30-1, ,ng/m3
10829,64558,"Organics, Other","Equilenin, air, sum of particulate filter plus top and bottom sorbent traps, recoverable, nanograms per cubic meter",USGS use and no use by EPA,,,,,Recoverable,,517-09-9,"Estra-1,3,5,7,9-pentaen-17-one, 3-hydroxy-",ng/m3
10830,64559,"Organics, Other","Equilin, air, sum of particulate filter plus top and bottom sorbent traps, recoverable, nanograms per cubic meter",USGS use and no use by EPA,,,,,Recoverable,,474-86-2, ,ng/m3
10831,64560,"Organics, Other","Estriol, air, sum of particulate filter plus top and bottom sorbent traps, recoverable, nanograms per cubic meter",USGS use and no use by EPA,,,,,Recoverable,,50-27-1, ,ng/m3
10832,64561,"Organics, Other","Estrone, air, sum of particulate filter plus top and bottom sorbent traps, recoverable, nanograms per cubic meter",USGS use and no use by EPA,,,,,Recoverable,,53-16-7,Estrone,ng/m3
10833,64562,"Organics, Other","Mestranol, air, sum of particulate filter plus top and bottom sorbent traps, recoverable, nanograms per cubic meter",USGS use and no use by EPA,,,,,Recoverable,,72-33-3,Mestranol,ng/m3
10834,64563,"Organics, Other","Progesterone, air, sum of particulate filter plus top and bottom sorbent traps, recoverable, nanograms per cubic meter",USGS use and no use by EPA,,,,,Recoverable,,57-83-0,Progesterone,ng/m3
10835,64565,"Organics, Other","Testosterone, air, sum of particulate filter plus top and bottom sorbent traps, recoverable, nanograms per cubic meter",USGS use and no use by EPA,,,,,Recoverable,,58-22-0,"Androst-4-en-3-one, 17-hydroxy-, (17.beta.)-",ng/m3
10836,64566,"Organics, Other","Trenbolone, air, sum of particulate filter plus top and bottom sorbent traps, recoverable, nanograms per cubic meter",USGS use and no use by EPA,,,,,Recoverable,,10161-33-8, ,ng/m3
10837,64567,"Organics, Other","BDE congener 28, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,41318-75-6,"Benzene, 2,4-dibromo-1-(4-bromophenoxy)-",ng/l
10838,64568,"Organics, Other","BDE congener 47, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,5436-43-1,"Benzene, 1,1'-oxybis[2,4-dibromo-",ng/l
10839,64569,"Organics, Other","BDE congener 66, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,189084-61-5,"Benzene, 1,2-dibromo-4-(2,4-dibromophenoxy)-",ng/l
10840,64570,"Organics, Other","BDE congener 71, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,189084-62-6, ,ng/l
10841,64571,"Organics, Other","BDE congener 85, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,182346-21-0,"Benzene, 1,2,3-tribromo-4-(2,4-dibromophenoxy)-",ng/l
10842,64572,"Organics, Other","BDE congener 99, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,60348-60-9,"Benzene, 1,2,4-tribromo-5-(2,4-dibromophenoxy)-",ng/l
10843,64573,"Organics, Other","BDE congener 100, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,189084-64-8,"Benzene, 1,3,5-tribromo-2-(2,4-dibromophenoxy)-",ng/l
10844,64574,"Organics, Other","BDE congener 138, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,182677-30-1,"Benzene, 1,2,3-tribromo-4-(2,4,5-tribromophenoxy)-",ng/l
10845,64575,"Organics, Other","BDE congener 153, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,68631-49-2,"Benzene, 1,1'-oxybis[2,4,5-tribromo-",ng/l
10846,64576,"Organics, Other","BDE congener 154, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,207122-15-4,"Benzene, 1,3,5-tribromo-2-(2,4,5-tribromophenoxy)-",ng/l
10847,64577,"Organics, Other","BDE congener 183, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,207122-16-5, ,ng/l
10848,64578,"Organics, Other","BDE congener 190, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,189084-68-2, ,ng/l
10849,64579,"Organics, Other","BDE congener 209, water, unfiltered, recoverable, nanograms per nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,1163-19-5,Decabromodiphenyl oxide,ng/l
10850,64580,"Organics, Other","BDE congener 28, water, filtered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Dissolved,,41318-75-6,"Benzene, 2,4-dibromo-1-(4-bromophenoxy)-",ng/l
10851,64581,"Organics, Other","BDE congener 47, water, filtered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Dissolved,,5436-43-1,"Benzene, 1,1'-oxybis[2,4-dibromo-",ng/l
10852,64582,"Organics, Other","BDE congener 66, water, filtered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Dissolved,,189084-61-5,"Benzene, 1,2-dibromo-4-(2,4-dibromophenoxy)-",ng/l
10853,64583,"Organics, Other","BDE congener 85, water, filtered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Dissolved,,182346-21-0,"Benzene, 1,2,3-tribromo-4-(2,4-dibromophenoxy)-",ng/l
10854,64584,"Organics, Other","BDE congener 99, water, filtered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Dissolved,,60348-60-9,"Benzene, 1,2,4-tribromo-5-(2,4-dibromophenoxy)-",ng/l
10855,64585,"Organics, Other","BDE congener 100, water, filtered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Dissolved,,189084-64-8,"Benzene, 1,3,5-tribromo-2-(2,4-dibromophenoxy)-",ng/l
10856,64586,"Organics, Other","BDE congener 138, water, filtered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Dissolved,,182677-30-1,"Benzene, 1,2,3-tribromo-4-(2,4,5-tribromophenoxy)-",ng/l
10857,64587,"Organics, Other","BDE congener 153, water, filtered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Dissolved,,68631-49-2,"Benzene, 1,1'-oxybis[2,4,5-tribromo-",ng/l
10858,64588,"Organics, Other","BDE congener 154, water, filtered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Dissolved,,207122-15-4,"Benzene, 1,3,5-tribromo-2-(2,4,5-tribromophenoxy)-",ng/l
10859,64589,"Organics, Other","BDE congener 209, water, filtered, recoverable, nanograms per nanograms per liter",USGS use and no use by EPA,,,,,Dissolved,,1163-19-5,Decabromodiphenyl oxide,ng/l
10860,64590,"Organics, Other","BDE congener 183, water, filtered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Dissolved,,207122-16-5, ,ng/l
10861,64591,"Organics, Other","BDE congener 71, water, filtered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Dissolved,,189084-62-6, ,ng/l
10862,64592,"Organics, Other","BDE congener 190, water, filtered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Dissolved,,189084-68-2, ,ng/l
10863,64593,"Organics, Other","1,7-Dimethylxanthine, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,611-59-6, ,ng/l
10864,64594,"Organics, Other","Acetaminophen, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,103-90-2,Acetaminophen,ng/l
10865,64595,"Organics, Other","Alprazolam, water, unfiltered, recoverable, micrograms per liter",USGS use and no use by EPA,,,,,Recoverable,,28981-97-7,Alprazolam,ug/l
10866,64596,"Organics, Other","Aspirin, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,50-78-2,Aspirin,ng/l
10867,64597,"Organics, Other","Atenolol, water, unfiltered, recoverable, micrograms per liter",USGS use and no use by EPA,,,,,Recoverable,,29122-68-7, ,ug/l
10868,64598,"Organics, Other","Azithromycin, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,83905-01-5, ,ng/l
10869,64599,"Organics, Other","Carbamazepine, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,298-46-4, ,ng/l
10870,64600,"Organics, Other","Cimetidine, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,51481-61-9, ,ng/l
10871,64601,"Organics, Pesticide","Clofibric acid, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,882-09-7, ,ng/l
10872,64602,"Organics, Other","Dehydronifedipine, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,67035-22-7, ,ng/l
10873,64603,"Organics, Other","Norsertraline, water, unfiltered, recoverable, micrograms per liter",USGS use and no use by EPA,,,,,Recoverable,, , ,ug/l
10874,64604,"Organics, Other","Diclofenac, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,15307-86-5, ,ng/l
10875,64605,"Organics, Other","Digoxigenin, water, unfiltered, recoverable, micrograms per liter",USGS use and no use by EPA,,,,,Recoverable,,1672-46-4, ,ug/l
10876,64606,"Organics, Other","Diltiazem, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,42399-41-7, ,ng/l
10877,64607,"Organics, Other","Diphenhydramine, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,58-73-1,"Ethanamine, 2-(diphenylmethoxy)-N,N-dimethyl-",ng/l
10878,64608,"Organics, Other","Dipyrone, water, unfiltered, recoverable, micrograms per liter",USGS use and no use by EPA,,,,,Recoverable,,68-89-3, ,ug/l
10879,64609,"Organics, Other","Erythromycin, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,114-07-8,Erythromycin,ng/l
10880,64610,"Organics, Other","Fluoxetine, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,54910-89-3, ,ng/l
10881,64611,"Organics, Other","Furosemide, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,54-31-9,"Benzoic acid, 5-(aminosulfonyl)-4-chloro-2-((2-furanylmethyl)amino)-",ng/l
10882,64612,"Organics, Other","Gemfibrozil, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,25812-30-0, ,ng/l
10883,64613,"Organics, Other","Hydrochlorothiazide, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,58-93-5,"2H-1,2,4-Benzothiadiazine-7-sulfonamide, 6-chloro-3,4-dihydro-, 1,1-dioxide",ng/l
10884,64614,"Organics, Other","Ibuprofen, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,15687-27-1,"Benzeneacetic acid, .alpha.-methyl-4-(2-methylpropyl)-",ng/l
10885,64615,"Organics, Other","Ketoprofen, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,22071-15-4,"Benzeneacetic acid, 3-benzoyl-.alpha.-methyl-",ng/l
10886,64616,"Organics, Other","Levothyroxin, water, unfiltered, recoverable, micrograms per liter",USGS use and no use by EPA,,,,,Recoverable,,51-48-9,"L-Tyrosine, O-(4-hydroxy-3,5-diiodophenyl)-3,5-diiodo-",ug/l
10887,64617,"Organics, Other","Metformin, water, unfiltered, recoverable, micrograms per liter",USGS use and no use by EPA,,,,,Recoverable,,657-24-9, ,ug/l
10888,64618,"Organics, Other","Miconazole, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,22916-47-8, ,ng/l
10889,64619,"Organics, Other","Naproxen, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,22204-53-1, ,ng/l
10890,64620,"Organics, Other","o-Hydroxyhippuric acid, water, unfiltered, recoverable, micrograms per liter",USGS use and no use by EPA,,,,,Recoverable,,487-54-7, ,ug/l
10891,64621,"Organics, Other","Ranitidine, water, unfiltered, recoverable, micrograms per liter",USGS use and no use by EPA,,,,,Recoverable,,66357-35-5, ,ug/l
10892,64622,"Organics, Other","Albuterol, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,18559-94-9, ,ng/l
10893,64623,"Organics, Other","Sertraline, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,79617-96-2, ,ng/l
10894,64624,"Organics, Other","Simvastatin, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,79902-63-9, ,ng/l
10895,64625,"Organics, Other","Sulfamethoxazole, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,723-46-6,Sulfamethoxazole,ng/l
10896,64626,"Organics, Pesticide","Thiabendazole, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,148-79-8,Thiabendazole,ng/l
10897,64627,"Organics, Other","Trimethoprim, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,738-70-5,"2,4-Pyrimidinediamine, 5-[(3,4,5-trimethoxyphenyl)methyl]-",ng/l
10898,64628,"Organics, Other","Valproic acid, water, unfiltered, recoverable, micrograms per liter",USGS use and no use by EPA,,,,,Recoverable,,99-66-1,Valproic acid,ug/l
10899,64629,"Organics, Other","Warfarin, water, unfiltered, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Recoverable,,81-81-2,Warfarin,ng/l
10900,64630,"Organics, Other","Alprazolam, water, filtered, recoverable, micrograms per liter",USGS use and no use by EPA,,,,,Dissolved,,28981-97-7,Alprazolam,ug/l
